RBD,PAGO_MATRICULA2020,PAGO_MENSUAL2020,PAGO_MATRICULA2021,PAGO_MENSUAL2021,PAGO_MATRICULA2022,PAGO_MENSUAL2022,PAGO_MATRICULA2023,PAGO_MENSUAL2023,RURAL
5613,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,0.0
8681,MAS DE $100.000,MAS DE $100.000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,$1.000 A $10.000,$50.001 A $100.000,0.0
1793,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,SIN INFORMACION,SIN INFORMACION,0.0
577,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,SIN INFORMACION,SIN INFORMACION,0.0
8757,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
4689,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
14654,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
13561,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
373,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
24627,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
8463,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
31167,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
11498,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
25496,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9194,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
22415,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
16448,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,0.0
17795,GRATUITO,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
254,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
12033,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
336,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,MAS DE $100.000,0.0
9221,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
6253,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
5082,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9053,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
8501,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
26025,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
6922,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
13439,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
8514,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
9634,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
2260,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,0.0
26023,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25198,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
24885,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
3643,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
8697,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
8109,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
766,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12802,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9516,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9373,$10.001 A $25.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
17736,GRATUITO,GRATUITO,$10.001 A $25.000,$25.001 A $50.000,$10.001 A $25.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
8002,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9477,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,$10.001 A $25.000,$25.001 A $50.000,0.0
24935,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12030,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,SIN INFORMACION,SIN INFORMACION,0.0
24685,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
5266,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,0.0
22506,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,0.0
9855,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
12669,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
282,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
14791,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
16443,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25387,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
20012,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
1617,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,0.0
1863,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
14525,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12591,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
1858,MAS DE $100.000,MAS DE $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
4706,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
25655,MAS DE $100.000,MAS DE $100.000,$50.001 A $100.000,MAS DE $100.000,$50.001 A $100.000,MAS DE $100.000,GRATUITO,MAS DE $100.000,0.0
8914,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,0.0
20231,$25.001 A $50.000,$50.001 A $100.000,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,$50.001 A $100.000,MAS DE $100.000,0.0
14466,GRATUITO,GRATUITO,$25.001 A $50.000,$50.001 A $100.000,$25.001 A $50.000,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,0.0
12305,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
22215,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,$25.001 A $50.000,$50.001 A $100.000,0.0
10455,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9570,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,0.0
22050,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
10892,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
11914,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
17843,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
1604,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
5440,GRATUITO,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
2448,MAS DE $100.000,MAS DE $100.000,GRATUITO,MAS DE $100.000,GRATUITO,MAS DE $100.000,GRATUITO,GRATUITO,0.0
10773,SIN INFORMACION,SIN INFORMACION,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
25342,$1.000 A $10.000,$25.001 A $50.000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,GRATUITO,MAS DE $100.000,0.0
3015,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,0.0
1913,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,0.0
17857,GRATUITO,GRATUITO,$1.000 A $10.000,$10.001 A $25.000,$1.000 A $10.000,$10.001 A $25.000,$1.000 A $10.000,$50.001 A $100.000,0.0
25396,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
13537,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$10.001 A $25.000,0.0
40115,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
2191,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
9410,GRATUITO,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
13146,GRATUITO,$25.001 A $50.000,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
1631,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,0.0
12301,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
14576,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,0.0
9405,$1.000 A $10.000,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
14284,GRATUITO,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$50.001 A $100.000,0.0
8981,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,0.0
1290,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,0.0
14568,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
24459,$1.000 A $10.000,$10.001 A $25.000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,0.0
5439,GRATUITO,GRATUITO,$1.000 A $10.000,$10.001 A $25.000,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,GRATUITO,0.0
8765,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,0.0
8365,GRATUITO,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$10.001 A $25.000,0.0
9861,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,GRATUITO,MAS DE $100.000,GRATUITO,GRATUITO,0.0
3387,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25223,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,0.0
22494,SIN INFORMACION,SIN INFORMACION,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
11400,MAS DE $100.000,MAS DE $100.000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,0.0
25558,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$50.001 A $100.000,0.0
12701,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,0.0
9249,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
5713,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
133,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12534,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,1.0
16656,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
4656,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,0.0
22453,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
1393,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,0.0
5048,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
2453,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
12650,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
25550,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,0.0
14416,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
24427,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
9293,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
574,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
14720,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
7707,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,MAS DE $100.000,0.0
2309,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
17607,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
7015,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
11139,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
9474,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
5670,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
9982,GRATUITO,GRATUITO,$1.000 A $10.000,$10.001 A $25.000,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,GRATUITO,0.0
4404,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9182,SIN INFORMACION,SIN INFORMACION,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,$1.000 A $10.000,$10.001 A $25.000,0.0
1674,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,0.0
1747,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
16413,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,SIN INFORMACION,SIN INFORMACION,0.0
3247,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9038,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
9147,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
25503,GRATUITO,$1.000 A $10.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
13553,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,GRATUITO,$1.000 A $10.000,GRATUITO,$25.001 A $50.000,0.0
4785,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
15725,$25.001 A $50.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,0.0
25136,GRATUITO,GRATUITO,$25.001 A $50.000,$50.001 A $100.000,$25.001 A $50.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
41533,GRATUITO,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,1.0
24896,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,GRATUITO,MAS DE $100.000,$25.001 A $50.000,$50.001 A $100.000,0.0
20123,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,1.0
25048,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,0.0
665,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
7907,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
9647,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
11237,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
1048,GRATUITO,$50.001 A $100.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
10968,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,MAS DE $100.000,GRATUITO,GRATUITO,0.0
25068,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,0.0
25508,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,0.0
22401,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
2532,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
2103,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
2153,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,0.0
24652,$25.001 A $50.000,$25.001 A $50.000,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,1.0
10751,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9347,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
14527,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
11818,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
6452,MAS DE $100.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
10315,SIN INFORMACION,SIN INFORMACION,MAS DE $100.000,$50.001 A $100.000,MAS DE $100.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
8682,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,0.0
14371,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,$50.001 A $100.000,0.0
10481,GRATUITO,$25.001 A $50.000,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,SIN INFORMACION,SIN INFORMACION,0.0
25304,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
25722,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,MAS DE $100.000,0.0
12851,MAS DE $100.000,MAS DE $100.000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,GRATUITO,$25.001 A $50.000,0.0
8629,$1.000 A $10.000,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
26162,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$50.001 A $100.000,SIN INFORMACION,SIN INFORMACION,0.0
16431,GRATUITO,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,0.0
25369,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,$1.000 A $10.000,MAS DE $100.000,0.0
12735,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
25520,GRATUITO,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,MAS DE $100.000,0.0
10396,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
8791,GRATUITO,$10.001 A $25.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
3202,GRATUITO,$25.001 A $50.000,GRATUITO,$10.001 A $25.000,GRATUITO,$10.001 A $25.000,GRATUITO,GRATUITO,0.0
4451,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
144,GRATUITO,GRATUITO,$1.000 A $10.000,$10.001 A $25.000,$1.000 A $10.000,GRATUITO,GRATUITO,$10.001 A $25.000,0.0
2171,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,0.0
