RBD,PAGO_MATRICULA2020,PAGO_MENSUAL2020,PAGO_MATRICULA2021,PAGO_MENSUAL2021,PAGO_MATRICULA2022,PAGO_MENSUAL2022,PAGO_MATRICULA2023,PAGO_MENSUAL2023,RURAL
24789,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,0.0
22021,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
15745,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
12225,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12829,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,0.0
3431,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
17794,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,0.0
26146,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
4664,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
14778,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
22113,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
5659,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,MAS DE $100.000,0.0
8162,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25714,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$50.001 A $100.000,0.0
9007,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
1634,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
10405,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12182,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25027,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
16588,MAS DE $100.000,MAS DE $100.000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,0.0
40298,$1.000 A $10.000,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
31345,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
15510,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
4691,GRATUITO,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,MAS DE $100.000,0.0
3460,MAS DE $100.000,MAS DE $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,1.0
8889,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,0.0
12853,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,0.0
31047,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
25265,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
16682,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9950,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
5374,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
4571,$50.001 A $100.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
26012,GRATUITO,$10.001 A $25.000,$50.001 A $100.000,$50.001 A $100.000,$50.001 A $100.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
20025,GRATUITO,GRATUITO,GRATUITO,$10.001 A $25.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
14260,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,$50.001 A $100.000,0.0
1859,GRATUITO,$25.001 A $50.000,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,$25.001 A $50.000,0.0
14552,MAS DE $100.000,MAS DE $100.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25700,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$50.001 A $100.000,0.0
14717,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12265,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
2401,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,1.0
9369,MAS DE $100.000,MAS DE $100.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
13489,GRATUITO,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
1653,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
25202,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
25785,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,0.0
31030,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9564,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,$50.001 A $100.000,0.0
20066,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
26046,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
9105,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
15810,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
26001,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,$25.001 A $50.000,GRATUITO,$50.001 A $100.000,$1.000 A $10.000,MAS DE $100.000,0.0
24496,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
26260,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
14377,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
12027,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
8310,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,1.0
14487,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,0.0
24327,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,MAS DE $100.000,0.0
9177,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
24892,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
26519,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
8825,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,0.0
4688,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
17708,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
10042,GRATUITO,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
24203,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
10344,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,0.0
649,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,0.0
25032,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
22271,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9140,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
656,$1.000 A $10.000,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25950,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,GRATUITO,$1.000 A $10.000,GRATUITO,GRATUITO,GRATUITO,0.0
25359,GRATUITO,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
24751,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,GRATUITO,0.0
8979,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
8634,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,0.0
3733,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
14783,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
5574,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
11867,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
4830,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
16535,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25142,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,0.0
17790,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
8639,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
24979,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,0.0
3108,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
358,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,0.0
9801,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
6835,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
1756,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
1681,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,0.0
25842,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,0.0
42079,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
7416,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
24828,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
17817,GRATUITO,$10.001 A $25.000,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
12972,GRATUITO,GRATUITO,GRATUITO,$10.001 A $25.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
12958,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,$10.001 A $25.000,$1.000 A $10.000,MAS DE $100.000,0.0
24762,GRATUITO,GRATUITO,$25.001 A $50.000,$25.001 A $50.000,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
1743,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,$25.001 A $50.000,GRATUITO,$10.001 A $25.000,0.0
17719,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
16427,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,$25.001 A $50.000,0.0
1405,GRATUITO,GRATUITO,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
11430,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,GRATUITO,0.0
17918,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
10851,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,0.0
2173,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
17877,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,$1.000 A $10.000,$25.001 A $50.000,0.0
4589,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9768,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
9701,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
24498,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
8535,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
31037,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
3533,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
40406,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
14673,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
2656,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
17907,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
20258,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
22436,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
8503,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
355,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
22752,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,1.0
31432,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
10220,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
17893,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
26053,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
4531,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
3126,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,1.0
1635,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$50.001 A $100.000,0.0
1482,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
16497,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
2995,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
14881,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
8457,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
440,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12713,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,0.0
24756,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12762,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,1.0
4563,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
11851,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12111,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
18050,$1.000 A $10.000,$1.000 A $10.000,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
3885,GRATUITO,GRATUITO,$1.000 A $10.000,$1.000 A $10.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25969,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$1.000 A $10.000,$1.000 A $10.000,$25.001 A $50.000,0.0
15787,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
42166,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,0.0
22329,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$1.000 A $10.000,0.0
3205,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
4969,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
2681,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
2091,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12716,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
1761,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,$50.001 A $100.000,0.0
22476,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
40336,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
14526,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
3127,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
2833,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,1.0
22007,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
361,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
6830,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
16564,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,1.0
2167,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9900,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12846,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
11038,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
30003,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
13565,$1.000 A $10.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
14671,GRATUITO,GRATUITO,$1.000 A $10.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
1489,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,$1.000 A $10.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
26378,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
18090,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,1.0
14670,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,MAS DE $100.000,0.0
8421,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
17788,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,0.0
448,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
40230,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
17782,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
22446,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
3743,GRATUITO,$10.001 A $25.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12502,GRATUITO,GRATUITO,GRATUITO,$10.001 A $25.000,$1.000 A $10.000,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,0.0
1403,GRATUITO,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,$10.001 A $25.000,MAS DE $100.000,MAS DE $100.000,0.0
9209,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25716,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,$1.000 A $10.000,$50.001 A $100.000,0.0
647,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
